contentid,contenttypeid,title,addr1,addr2,sigungucode,mapx,mapy,tel,firstimage,cpyrhtDivCd,lclsSystm1,lclsSystm2,lclsSystm3,overview,homepage,business_hours,closed_days,fee,event_period
1221790,38,센트럴시티,서울특별시 서초구 신반포로 176 (반포동),,15,127.0035815712,37.5056062193,,http://tong.visitkorea.or.kr/cms/resource/99/3463399_image2_1.jpg,Type3,SH,SH07,SH070100,"센트럴시티는 서울시 강남구 반포동에 위치해 있다. 신세계 백화점, 메리어트 호텔을 비롯하여 휴식공간인 센트럴파크가 자리하고 있고, 예식장과 대형 행사를 치를 수 있는 밀레니엄 홀과 은행, 병원, 증권, 우체국 등의 편의시설 및 대형주차 공간도 갖추어져 있어 복합문화시설로 한국의 건축 문화를 한 차원 높이는 수준의 복합 건물로 평가되고 있다. 또한 센트럴시티 안에는 고품격 명품 쇼핑몰 , 다양한 장르의 음반을 취급하는 레코드 매장, 초대형 문고센터를 비롯한 영화관 시설과 첨단 오락시설을 갖춘 도심형 테마파크 등이 자리 잡고 있다.","<a href=""https://www.shinsegae.com/store/main.do?storeCd=SC00002"" target=""_blank"" title=""새창 : 센트럴시티 홈페이지로 이동"">https://www.shinsegae.com</a>",[정상영업]<br> - 10:30~20:00<br> [연장영업] <br> - 10:30~20:30<br> [식당가 영업]<br> - 11:30~21:30 (마지막 주문 21:00) <br> ※ 유동가능성 있으므로 홈페이지 참고,점포별 상이,,
2946109,38,손놀림공방,서울특별시 종로구 낙산성곽서1길 19-1 (이화동),,23,127.0079541244,37.5779590034,,http://tong.visitkorea.or.kr/cms/resource/81/2947481_image2_1.jpg,Type1,SH,SH05,SH050100,"김영애 가죽공예 작가가 운영하는 곳으로 아기자기한 소품이 많은 것으로 입소문 났다. 현재 예약손님 위주로 운영되고 있으며 예약손님이 없을 시 문이 닫혀있다. 원데이 클래스는 가죽 매듭 끈 팔찌와 반지 만들기 등을 저렴한 비용으로 체험할 수 있다. 시간당 한 팀만 공방을 사용하며 다양한 색상의 가죽과 실, 부자재가 제공되고 만들고 싶은 디자인을 최대한 구현할 수 있도록 옆에서 도와준다. 공방 내에 상주중인 고양이가 3마리 정도 있어 알레르기가 있을 경우 유의해야 한다. 그리고 손놀림공방은 드라마 ‘남자친구’에 나온 장소인데 차수현(송혜교 분)과 김진혁(박보검 분)이 재회하는 장면에 등장하였다.",,,,,
2741624,38,송화벽화시장,서울특별시 강서구 내발산동,724-62,4,126.8357150763,37.5494536785,,http://tong.visitkorea.or.kr/cms/resource/46/2779746_image2_1.jpg,Type3,SH,SH06,SH060200,지하철 5호선 우장산역에 인접해 있는 송화벽화시장은 정확한 연대는 불확실하지만 주민들이 생활비를 마련하기 위해 옛날 66번 시내버스 종점에서 직접 거둬들인 농산물을 판던 것이 유래가 되었다. 시장 곳곳에 명화 작품을 벽화로 설치하여 쇼핑을 하며 곳곳에 볼거리들도 함께 즐길 수 있는 시장이다. 서울시에서 2년 연속 우수시장으로 선정된 바가 있다. 구매 물품을 집까지 무료 배송해 주는 서비스도 실시하고 있다.,,점포 별로 상이함,점포 별로 상이함,,
2741592,38,수유시장,서울특별시 강북구 도봉로67길 18 (수유동),,3,127.0232678952,37.6307392541,,http://tong.visitkorea.or.kr/cms/resource/40/2779640_image2_1.png,Type3,SH,SH06,SH060200,"1966년에 개장한 서울 시내의 5대 재래시장으로 건물형시장(수유시장), 골목형시장 (수유전통시장, 수유재래시장)으로 구성되어 있다. 점포를 쉽게 찾을 수 있도록 도로를 색깔로 구분하고 출입구에 상호를 적어놓았다. 정육, 생선, 야채, 간식, 먹거리를 함께 묶어서 구매 배달하는 비대면 장보기 서비스를 제공하고 있다.",,점포 별로 상이함,점포 별로 상이함,,
2741594,38,수유중앙시장,서울특별시 강북구 노해로17길 21 (수유동),,3,127.0212566863,37.6406214014,,http://tong.visitkorea.or.kr/cms/resource/67/2779667_image2_1.png,Type3,SH,SH06,SH060200,"서울 강북구에 위치한 수유중앙시장은 서울시에서 선정한 서울 시내 5대 우수 시장 중 한 곳이다. 이곳은 건물형 시장으로 시작해 골목골목 작은 점포들도 들어서 지금 형태의 시장의 모습을 보이고 있다. 이곳은 농산물, 채소, 과일, 가공식품, 의류 등 다양한 업종으로 구성되어 다양한 물건을 구매할 수 있는 생활밀착형 전통시장이다. 수유중앙시장은 인심이 넘치고 저렴한 가격으로 제품을 구입할 수 있다는 장점도 가지고 있다.",,점포 별로 상이함,점포 별로 상이함,,
1013079,38,숭례문(남대문) 수입상가,서울특별시 중구 남대문시장4길 21 (남창동),,24,126.9776685255,37.5592411902,,http://tong.visitkorea.or.kr/cms/resource/29/3083029_image2_1.JPG,Type3,SH,SH05,SH050200,"지하 3층 지상 22층 건물인 대한 화재 빌딩 지하 2개 층으로 이루어진 숭례문 수입 상가는 상대적으로 낮은 남대문 시장의 다른 건물들에 비해 눈에 띄기 때문에 쉽사리 찾아갈 수 있다. 숭례문 수입 상가는 각종 수입 잡화를 만나 볼 수 있지만, 그중 음향 기기와 카메라로 유명하다. 그와 더불어 등산, 낚시 용품, 생활용품 가전 등 다양한 수입품목 등을 만나 볼 수 있다.",,06:30~18:30,매주 일요일,,
2741591,38,숭인시장,서울특별시 강북구 도봉로 45 (미아동),,3,127.0298594613,37.6131469738,,http://tong.visitkorea.or.kr/cms/resource/86/2779686_image2_1.png,Type3,SH,SH06,SH060200,"미아사거리역 인근에 위치한 전통의 재래시장이다. 다양한 먹거리와 생활용품을 저렴한 가격에 판매하며 지역 주민들의 삶과 밀접하게 연결되어 있다. 오랜 역사와 정겨운 분위기를 간직하고 있어 방문객들에게 따뜻한 인상을 준다. 분식, 튀김, 족발 등 맛있는 길거리 음식이 유명하지만, 특히 떡볶이가 맛있는 시장으로도 유명하다.",,점포 별로 상이함,점포 별로 상이함,,
3060917,38,슬로우파마씨,서울특별시 성동구 아차산로11가길 26 (성수동2가),,16,127.0630222462,37.5456665230,,http://tong.visitkorea.or.kr/cms/resource/66/3052766_image2_1.jpg,Type3,SH,SH07,SH070100,"슬로우파마씨는 성수동에 있는 창고형 식물 인테리어 숍이다. 반려 식물을 키우는 식집사들이 꼭 들러봐야 할 명소 중 한 곳이다. 슬로우파마씨의 크지 않은 공간에 식물들이 빽빽하게 들어서 있다. 높은 천장에는 아래로 늘어뜨리면서 자라는 예쁜 모양의 행잉 플랜트들이 화려하게 자리 잡고 있다. 홋카이도에서 최초로 발견된 녹조류 마리모, 작은 사이즈의 미니 다육이와 파인애플 선인장이라고 불리는 괴마옥, 초보들도 쉽게 키울 수 있는 고사리 종류들과 신기한 모양의 선인장들도 많다. 가장 대표 제품인 테라리엄 세트와 식물표본도 실물로 볼 수 있다. 이끼 표본을 피겨와 함께 예쁘게 꾸며 놓은 이끼 테라리엄과 보존액에 담겨 있어서 오랫동안 식물을 감상할 수 있다.","공식 홈페이지 <a href=""https://www.slowpharmacy.com/""target=""_blank"" title=""새창 : 슬로우파마씨 공식 홈페이지 이동"">https://www.slowpharmacy.com/</a><br>공식 인스타그램 <a href=""https://www.instagram.com/slow_pharmacy/""target=""_blank"" title=""새창 : 슬로우파마씨 공식 인스타그램으로 이동"">https://www.instagram.com/slow_pharmacy/</a>",13:00~19:00,매주 월요일 / 토요일 / 일요일,,
1304880,38,승진완구,서울특별시 종로구 종로52길 30 (창신동),,23,127.0142037410,37.5713959893,,http://tong.visitkorea.or.kr/cms/resource/07/3583807_image2_1.jpg,Type3,SH,SH05,SH050200,"승진완구는 45년의 역사 깊은 대한민국 최대 장난감 도매점이다. 전 세계 아이들이 좋아하는 한국 캐릭터 장난감부터 각종 자동차, 로봇, 공주인형, 드론, 붕붕카, 킥보드, 레고 등 아이들이 좋아하는 모든 장난감이 한자리에 다 있다. 또한 마진을 과감히 줄여 저렴하고 합리적인 가격으로 구매할 수 있다. 한국을 찾는 많은 관광객들이 방문하고 있다.",,09:00~18:00,연중무휴,,
2760228,38,신곡종합시장,서울특별시 양천구 남부순환로79길 37 (신월동),,19,126.8432097098,37.5184213081,,http://tong.visitkorea.or.kr/cms/resource/57/3568157_image2_1.jpg,Type1,SH,SH06,SH060200,"서울시 양천구 신월동에 위치한 소규모의 재래시장으로 1976년에 개장한 이래 현재 30개의 점포가 남아 운영되고 있다. 옛 시장의 모습을 많이 유지하고 있어 따뜻하고 정겨운 분위기의 느낄 수 있는 시장으로 농수산물, 과일, 반찬 등 다양한 먹거리와 생필품을 판매하고 있다. 인근 주민들에게는 사랑방처럼 따뜻한 곳이다.","<a href=""https://www.yangcheon.go.kr/site/yangcheon/ex/bbs/View.do?cbIdx=1131&bcIdx=298007"" target=""_blank"" title=""새창 : 양천구청 사이트로 이동"">https://www.yangcheon.go.kr/</a>",점포별 상이,점포별 상이,,
2752555,38,신사상가,서울특별시 강남구 압구정로29길 72-1,(압구정동),1,127.0284174418,37.5323396711,,,,SH,SH06,SH060200,압구정역 1번 출구에서 압구정 현대아파트 방향으로 걸어가다 보면 만날 수 있는 시장으로 약 80여 개 점포가 있다. 1976년에 준공되었으나 이후로 재건축이나 리모델링을 하지 않아서 본래 모습을 거의 변함 없이 유지하고 있는 전형적인 재래시장의 모습이다. 시장 뒤쪽 출입구에 있는 40년 전통의 떡볶이집이 유명하다.,,08:00 ~ 21:30,점포별 상이,,
2774440,38,신성종합시장,서울특별시 광진구 용마산로 50 (중곡동),,6,127.0880668343,37.5581349705,,http://tong.visitkorea.or.kr/cms/resource/72/3467172_image2_1.jpg,Type3,SH,SH06,SH060200,"서울 광진구 중곡사거리에 있는 신성종합시장은 2차선 도로를 따라 형성되어 있는 소규모 골목시장이다. 시장 규모는 크지 않지만, 정육점, 과일가게, 생선가게, 반찬가게 등 다양한 식자재를 판매하고 있으며, 칼국수, 순대국밥, 닭강정집, 만둣집 등 다양한 먹거리를 판매하고 있다.",,점포별 상이,점포별 상이,,
132642,38,신세계백화점 본점,서울특별시 중구 소공로 63 (충무로1가),,24,126.9810181709,37.5609966018,,http://tong.visitkorea.or.kr/cms/resource/99/3589499_image2_1.jpg,Type1,SH,SH01,SH010100,"신세계백화점은 1960년대 초반 근대 백화점의 개념을 처음 도입하고 최초의 직영 체제를 확립했다. 신세계백화점 본점은 신세계의 전통과 가치를 대변하는 상징적인 장소이다. 국내 최초의 백화점 미쓰코시 경성지점이 있던 자리로 고풍스러운 옛 건축물에서 긴 역사가 느껴진다. 지난 2007년 리모델링 공사를 거쳐 현재는 문화 공간을 표방한 명품관으로 자리하고 있다. 새로 개관한 본점은 세계 3대 명품인 에르메스, 샤넬, 루이뷔통을 비롯해 신세계가 단독으로 선보이는 조르지오 아르마니 블랙라벨, 데님마니아, 슈즈홀릭 등 쇼핑의 품격을 높이는 브랜드를 만나볼 수 있는 공간이며 차별화된 쇼핑 서비스를 위해 5층에는 편집 매장 분더숍&컴퍼니를 운영한다. 우리나라 편집 매장으로는 원조라 할 수 있는 분더숍을 젊은 브랜드와 신진 디자이너의 제품으로 업그레이드했다. 본점은 쇼핑과 문화가 어우러진 공간을 제공하고 있다. 6층 트리니티 가든은 세계적 거장들의 예술 작품이 전시된 조각 공원으로 유명하다. 알렉산더 칼더, 호안 미로, 영국 조각의 아버지 헨리 무어 등 유명 작가들의 작품이 전시되어 있다. 조각품들 사이로는 물이 흐르고 곳곳에 벤치가 놓여 있어 쇼핑 후 예술 작품을 감상하며 휴식을 취할 수 있다. 전통과 현대의 미학이 조화를 이룬 작품들을 통해 쇼핑 공간을 넘어 휴식과 감동을 제공하는 문화 공간이 되고자 노력하고 있다.","<a href=""https://www.shinsegae.com/index.do"" target=""_blank"" title=""새창 : 홈페이지로 이동"">https://www.shinsegae.com/index.do</a>",- 월요일~목요일 10:30~20:00<br>- 금요일~일요일 10:30~20:00,,,
2611323,38,신영시장(서울),서울특별시 양천구 월정로 161-5 (신월동),,19,126.8360377297,37.5330667003,,http://tong.visitkorea.or.kr/cms/resource/45/3568145_image2_1.jpg,Type1,SH,SH06,SH060200,"신영시장은 즐길 거리, 볼거리, 먹거리가 있는 신월1동 시장이다. 전통시장에서 값싸고 신선한 각종 채소, 과일, 생선 등을 골라 사는 재미와 함께 시장 카페에 들러 커피와 차를 마실 수 있는 휴식 공간을 제공한다. 뉴제로마켓은 양천지역자활센터와 상인회에서 운영하고 있으며, 지역밀착형 카페 운영을 통해 전통시장 활성화와 양천구 저소득층의 자립기반 조성에도 기여하고 있다. 하늘문화센터에서는 주민들에게 취미생활을 제공하고, 시장 고객과 주민, 상인들의 각종 모임이나 취미 공간으로도 활용하고 있다.",,점포별 상이,점포별 상이,,
2751420,38,신창시장,서울특별시 도봉구 덕릉로57길 17 (창동),,10,127.0374719063,37.6394884919,,http://tong.visitkorea.or.kr/cms/resource/01/2779701_image2_1.jpg,Type3,SH,SH06,SH060200,"신창시장은서울시 도봉구 창동에 위치한 재래시장이다. 인근에 창동시장과 더불어 지역 상권을 형성하고 있다. 
신창시장에서는 다양한 신선한 농산물과 수산물을 저렴한 가격에 구매할 수 있다. 신선한 식재료뿐만 아니라 다양한 먹거리와 생활용품도 함께 판매한다. 또한, 도봉구 관내에는 무료배송 서비스를 실시하고 있어 편안하게 장 볼 수 있다.",,점포 별로 상이함,점포 별로 상이함,,
2762844,38,신평화패션타운,서울특별시 중구 청계천로 298 (신당동),,24,127.0110679692,37.5694989313,,http://tong.visitkorea.or.kr/cms/resource/22/3569022_image2_1.jpg,Type1,SH,SH05,SH050200,"서울 중구 동대문 평화시장 길 건너편에 위치한 5층 규모의 패션타운으로 1,200여 개의 점포와 3,000여 명의 상인들이 영업 중이다. 1층 외곽은 스포츠 의류와 액세서리 상가, 안쪽에는 속옷 및 란제리, 양말류 상가가 들어서 있다. 2층은 숙녀복과 신사복, 3층은 영캐주얼 의류와 정장류, 4층은 숙녀복, 청바지, 티셔츠 등을 취급하는 수출 전문매장으로 중국, 일본, 대만, 인도, 필리핀, 몽골 등 다양한 나라의 바이어들이 방문하고 있다. 1969년 12월 건립 당시에는 신평화시장이라 불렸었고 1999년 01월 신평화패션타운으로 명칭을 바꿔 영업 중이다.","<a href=""https://korean.visitseoul.net/shopping/%EC%8B%A0%ED%8F%89%ED%99%94-%ED%8C%A8%EC%85%98%ED%83%80%EC%9A%B4_/180/"" target=""_blank"" title=""새창 : 비짓서울 사이트로 이동"">https://korean.visitseoul.net/</a>",점포별 상이,점포별 상이,,
3428365,38,아이파크몰 고척점,"서울특별시 구로구 경인로43길 49 (고척동, 고척아이파크)",,7,126.8606503517,37.4982767377,,http://tong.visitkorea.or.kr/cms/resource/51/3432251_image2_1.jpg,Type1,SH,SH02,SH020100,"아이파크몰 고척점은 서울 구로구 고척동에 위치한 복합 쇼핑몰로, 2022년 12월에 개장한 HDC아이파크몰의 두 번째 지점이다. 지하 3층부터 지상 2층까지 다양한 매장이 입점해 있으며, 코스트코와 푸드코트, 어린이 놀이시설 등을 갖춘 라이프스타일 센터이다.",,월~일 10:00~22:00,,,
2751432,38,아현시장,서울특별시 마포구 굴레방로9길 11-1 (아현동),,13,126.9549928834,37.5567994008,,http://tong.visitkorea.or.kr/cms/resource/19/2779719_image2_1.jpg,Type3,SH,SH06,SH060200,"1930년대 초 서대문구 북아현동의 굴레방다리를 중심으로 형성된 좌판들이 1960년대 아현천변 공터로 자리를 옮기면서 현재 시장의 모습을 갖추었다. 전형적인 주거 지역에 있어 2000년대 초반까지 활황이었지만, 현재는 아현 뉴타운 재개발 사업으로 인해 시장 규모가 많이 축소되었다. TV 프로그램 <생활의 달인>에 소개된 만둣집이 유명하다.",,점포 별로 상이함,점포 별로 상이함,,
2741602,38,암사종합시장,서울특별시 강동구 상암로11길 25 (암사동),,2,127.1288355503,37.5509115448,,http://tong.visitkorea.or.kr/cms/resource/68/2787768_image2_1.jpg,Type3,SH,SH06,SH060200,"암사종합시장은 서울 강동구 암사1동에 자리한 크고 활기찬 전통시장이다. 다양한 점포가 빼곡하게 들어서 있어 없는 게 없는 만물 시장 같은 곳이다. 지붕 아케이드가 설치되어 있어 비가 오나 눈이 오나 날씨 걱정 없이 편하게 장을 볼 수 있다. 신선한 농산물, 수산물, 맛있는 반찬과 분식 등 입맛 돋우는 먹거리가 가득해 구경만 해도 즐거운 곳이다. 특히 떡볶이, 튀김 같은 시장 간식은 꼭 맛봐야 하는 별미이다. 지하철 암사역에서도 가까워서 찾아가기 편리한 곳이다.",,점포 별로 상이함,점포 별로 상이함,,
2784052,38,양재꽃시장,서울특별시 서초구 강남대로 27 (양재동),,15,127.0407514903,37.4673918780,,http://tong.visitkorea.or.kr/cms/resource/89/2796289_image2_1.jpg,Type3,SH,SH06,SH060200,"양재꽃시장은 우리나라에서 가장 큰 규모를 자랑하는 화훼시장이다. 1991년 설립돼 절화류 경매를 시작했고 이후 난류와 관엽류 등으로 확대됐다. 하루에 수억 원이 오고 간다는 생화 경매장을 비롯해 가동과 나동, 지하상가, 분재, 정원수 상가에 수백 개의 점포들이 밀집해 있다. 대형 화훼단지여서 도매 거래만 이뤄질 거로 생각하기 쉽지만, 소매상이 따로 구분돼 있어 소규모 거래도 활발하다. 덕분에 각 지역으로 내려가는 도매상들을 비롯해 플로리스트나 취미 삼아 꽃을 사러 오는 이들로 늘 북적인다. 다른 꽃시장에 비해 다양한 종류를 저렴한 가격에 살 수 있기 때문이다. 일 년 내내 싱그러운 초록빛은 물론 다채로운 꽃을 눈에 담을 수 있어 관광객들이나 사진가들도 즐겨 찾는다.","<a href=""https://flower.at.or.kr/yfmc/"" target=""_blank"" title=""새창 : 양재꽃시장 홈페이지로 이동"">https://flower.at.or.kr/yfmc/</a>",홈페이지 확인,홈페이지 확인,,
2764364,38,영등포전통시장,서울특별시 영등포구 영등포동2가,30-1,20,126.9081148650,37.5198528553,,http://tong.visitkorea.or.kr/cms/resource/82/2779882_image2_1.png,Type3,SH,SH06,SH060200,"1956년 개장하여 지금까지 한자리를 지켜온 영등포전통시장은 서남권에서 가장 규모가 크고 역사가 깊은 전통시장으로 약 300여 개의 점포와 400여 개의 노점이 영업 중이다. 
과거 영등포시장과 영등포역은 부도심의 중심지역으로 불야성을 이루었던 곳이다. 지금은 주변 대형 백화점과 마트가 있어 예전의 활기찬 모습을 찾아볼 수는 없으나, 옛 재래시장의 모습을 많이 유지하고 있다. 
영등포전통시장 사거리에서 영등포 로터리 방면으로 이어지는 통로가 주로 소매를 담당하고, 주변 지역은 공구와 문구 등 도매로 판매하는 상점들이 위치하고 있다. 2018년부터 시장 중앙통로 및 순대골목에 야시장을 열어 푸드트럭과 먹거리 중심으로 운영 중으로, 입소문으로 인기를 얻어 가고 있다.",,"[야시장]<br>- 하절기(3~10월) 18:00~22:00<br>- 동절기(11~2월) 17:00~22:00<br>※ 단, 시장 점포 별로 상이함","[야시장]<br>매월 셋째주 일요일<br>※ 단, 시장 점포 별로 상이함",,
2764375,38,영등포청과시장,"서울특별시 영등포구 영신로41길 5-1 (당산동1가, 에이원하우징)",,20,126.9006016040,37.5218580438,,http://tong.visitkorea.or.kr/cms/resource/92/2779892_image2_1.png,Type3,SH,SH06,SH060200,영등포청과시장은 1984년 개장한 과일 전문 시장이다. 1980년대 강서 및 부천 일대 최대의 과일 도매 시장이었다. 국산 과일과 다양한 수입 과일을 도매 및 소매로 판매하는 250여 개의 점포들이 몰려 있다. 대중교통으로 접근성이 좋고 인근이 주거 밀집 지역이어서 이용객이 꾸준히 찾는다.,,점포 별로 상이함,점포 별로 상이함,,
2763905,38,영일시장,서울특별시 영등포구 문래로30길 27,(문래동3가),20,126.9007600806,37.5162531419,,http://tong.visitkorea.or.kr/cms/resource/42/3463442_image2_1.jpg,Type3,SH,SH06,SH060200,"서울 영등포구 문래동에 있는 영일시장은 농산물에 특화된 골목형 전통시장이다. 농산물에 특화된 시장이지만 생선, 육류, 건어물, 식료품 등 일반 시장에서 살 수 있는 물건들도 판매한다. 2007년도 노점상 철거로 규모가 줄어들었으나 지금도 인근 식당과 음식점, 슈퍼, 전통시장의 상인들이 도매로 물건을 구입해 간다. 새벽 12시부터 4시 사이가 시장이 가장 활발하게 움직이는 시간이고 소매로도 판매한다. 오후 4시가 지나면 문 닫는 점포들도 많다. 지하철 2호선 문래역 6번 출구에서 약 500m, 1호선 영등포역 6번 출구 약 600m 거리에 있다.",,02:00~18:00 (점포별 상이),점포별 상이,,
1304864,38,영풍문고 종각종로본점,서울특별시 종로구 청계천로 41 (서린동),지하 1층,23,126.9821983715,37.5697233868,,http://tong.visitkorea.or.kr/cms/resource/14/3571814_image2_1.jpg,Type1,SH,SH05,SH050200,"1992년 종로에서 처음 오픈한 영풍문고 종각종로본점은 도서, 문구, 편의점, 무인양품 등 다양한 문화공간을 구성한 곳이다. 최신 베스트셀러부터 고전, 전공서적, 아동서적, 외서 등 다양한 분야의 책을 한자리에서 만날 수 있다. 도서뿐만 아니라 문구류, 선물용품, 음반 등 다양한 상품을 함께 취급하여 방문객들이 여러 가지를 한 번에 구입할 수 있다. 낭독회, 사인회, 강좌 등 문화행사나 강연 등도 진행되어 책을 사랑하는 이들에게는 더욱 매력적인 장소이다. 종로의 중심에 위치해 있어 접근성도 뛰어나며, 많은 사람들이 찾는 문화 명소로 자리 잡고 있다.","<a href=""https://www.instagram.com/ypbook_jr/"" target=""_blank"" title=""새창 : 영풍문고 영풍문고 종각종로본점 인스타그램으로 이동"">https://www.instagram.com/ypbook_jr</a>",10:00~22:00,연중무휴,,
2777893,38,오류시장,서울특별시 구로구 경인로19가길 14-1 (오류동),,7,126.8433408649,37.4966071783,,http://tong.visitkorea.or.kr/cms/resource/83/3558683_image2_1.jpg,Type1,SH,SH06,SH060200,"서울 구로구 오류동에 위치한 오류시장은 1968년 건립된 재래시장이다. 한때 점포수가 약 250여 개가 넘을 만큼 번창하던 시절이 있었다. 990년대부터 쇠퇴 일로를 걷기 시작하였다. 지금은 대부분의 점포가 문을 닫고 떡집, 건어물, 참기름, 농·수산물과 음식점 등 몇 개의 점포만 운영 중이다. 시장 안 오류골 주먹고기는 오류동의 대표 맛집으로 유명세를 유지하고 있다.",,점포 별로 상이함,점포 별로 상이함,,
132229,38,용산전자랜드,서울특별시 용산구 청파로 74 (한강로3가),,21,126.9596403612,37.5327661657,,http://tong.visitkorea.or.kr/cms/resource/37/3589437_image2_1.jpg,Type1,SH,SH05,SH050200,"용산전자랜드는 1985년 서울시의 용산전자단지 조성 도시계획사업 시행에 따라 1988년 대한민국 최초의 전자 전문 양판점 사업을 개시한 이래 국내 전자 유통을 선도해 왔다. 최신컴퓨터는 물론 반도체에서 각종 컴퓨터 부품까지 구입할 수 있어 첨단 정보통신 산업의 메카이다. 용산전자랜드는 본관, 신관, 별관으로 나뉘어 있고 국내외 최신 가전제품에서 컴퓨터, 휴대폰, 카메라, 게임 등의 모든 정보, 4차산업 체험 공간, 영화관, 전문식당가 등이 있어 전자랜드에서는 전자제품이나 부품만 구입 할 수 있는 것이 아니라 다양한 즐길 거리가 있다. 또한, 용산 역사와도 근접하여 전국 어디서나 편리하게 찾아올 수 있으며 넓은 주차장과 다양한 대중교통 노선으로 편리함을 더하고 있다.","<a href=""http://www.i-etland.co.kr "" target=""_blank"" title=""용산전자랜드 홈페이지로 이동"">http://www.i-etland.co.kr</a>",10:00~19:30,점포별 상이,,
132522,38,우석공예사,서울특별시 종로구 청계천로 205 (예지동),1층 35~38,23,127.0004883714,37.5697292700,,http://tong.visitkorea.or.kr/cms/resource/14/1984414_image2_1.jpg,Type3,SH,SH05,SH050100,"은행잎 표 제품들은 엄격한 검사 기준과 품질관리로 출고되며 일본 등 세계 각지로 수출하여 호평받고 있다. 결혼 준비, 혼수용품, 혹은 외국에 선물이나 기념품 등을 주로 생산하며 우리가 미처 몰랐던 전통공예의 멋을 살려 어디에 내놓아도 손색없는 품위와 다양한 디자인으로 호평받고 있다.","<a href=""http://www.ginkgoleaf.co.kr"" target=""_blank"" title=""새창 : 우석공예사 홈페이지로 이동"">http://www.ginkgoleaf.co.kr</a>",10:00~17:00,매주 일요일,,
2741590,38,우이시장,서울특별시 강북구 노해로23길 68,(수유동),3,127.0200427521,37.6460929656,,http://tong.visitkorea.or.kr/cms/resource/04/2779704_image2_1.png,Type3,SH,SH06,SH060200,"1962년에 문을 연 강북구에서 가장 오랜 역사를 지닌 시장으로, 옛 재래시장의 정겨운 모습을 느낄 수 있다.",,점포별 상이,점포별 상이,,
132238,38,을지로 철제가구거리,서울특별시 중구 창경궁로 34-1 (예관동),,24,126.9984164588,37.5654602842,,http://tong.visitkorea.or.kr/cms/resource/34/3077634_image2_1.JPG,Type3,SH,SH05,SH050200,"을지로 가구거리는 필요한 가구를 저렴하게 살 수 있는 거리이다. 다른 가구거리와 다른 점은 상업용 가구들이 많다는 것이 특징이다. 몇 년 전 크게 유행했던 철제가구의 인기가 떨어지면서 여러 가지 가구를 함께 취급하는 가구 전문점이 들어서고 있고 그 사이로 유명 업체 가구점들도 하나둘씩 들어서고 있다. 철제가구는 목제가구에 비해 값이 싸고 튼튼하므로 사무자동화용 가구로 많이 찾는다. 일반 소비자들이 사무용 가구를 한두 개 살 때는 동네가구점보다 10% 정도 싸게 살 수 있다. 또한 이곳에는 자체 공장을 가진 가게가 많아서 싼값에 직거래할 수 있다는 이점이 있다. 주로 중소업체들인데 의자, 책상 등 단일 품목 위주로 생산한다. 자체 생산이 되지 않는 가구류는 다른 공장에서 납품받아 팔고 있다. 주변 조명거리와도 연결되어 있고 인테리어 관련 다양한 가구도 만나볼 수 있다. 황학동 일대가 중고 가구를 판매한다면 을지로는 신제품 판매장이다. 상업용 가구라고 하지만 가정에서도 사용할 수 있는 가구도 있으며 다양한 제품들을 한눈에 볼 수 있다.",,점포 별로 상이함,점포 별로 상이함,,
985264,38,이새,서울특별시 종로구 인사동길 30-1 (관훈동),,23,126.9859507010,37.5734702409,,http://tong.visitkorea.or.kr/cms/resource/72/3440572_image2_1.jpg,Type3,SH,SH05,SH050200,"이새는 화학성분이 들어가지 않은 원단을 사용하여 자연주의 브랜드라는 특징으로 중장년층을 위주로 한 친환경 염색 의류이다. 천연 소재와 천연 염색, 한복과 양장이 조화를 이룬 몸에 편안한 실루엣으로 디자인된 옷을 주로 판매한다. 의류뿐만 아니라 가방, 신반, 모자 등도 천연 소재로 만들어 판매하고 있으며, 침구와 앞치마 등의 라이프 용품도 있다. 인사동에 오프라인 매장이 위치해 있으며, 온라인으로도 구입할 수 있다.","<a href=""http://www.isae.co.kr"" target=""_blank"" title=""새창 : 이새 홈페이지로 이동"">http://www.isae.co.kr</a>",전화 문의,전화 문의,,
1253279,38,이태원시장,서울특별시 용산구 이태원로14길 6 (이태원동),,21,126.9900792234,37.5338832483,,http://tong.visitkorea.or.kr/cms/resource/63/3568563_image2_1.jpg,Type1,SH,SH06,SH060200,"이태원 시장은 대한민국 서울특별시 용산구 이태원동에 위치한 대표적인 시장 중 하나이다. 이태원은 다양한 문화와 다국적인 분위기가 어우러진 지역으로 유명하며, 이곳의 시장도 그 다양성을 반영하고 있다. 이태원 시장에는 전통적인 한국의 소품부터 현대적이고 유니크한 디자인의 제품까지 다양한 상점들이 즐비해 있어, 의류, 액세서리, 가구, 공예품 등을 살펴보며 독특한 제품을 찾을 수 있으며, 이태원은 다양한 국적의 사람들이 모여 사는 지역이기 때문에 다양한 나라의 음식을 즐길 수 있는 레스토랑과 카페가 많아 이색적인 체험이 가능하다.",,점포별 상이,점포별 상이,,
